"Year","Region","Site_Name","Quadrat","Lat","Long","ENSO_anul_mn","ENSO_spr_mn","ENSO_fal_mn","PDO_anul_mn","PDO_spring_mn","PDO_winter_mn","NPGO_anul_mn","UpWelAnom_anul_mn","UpWelAnom_fal_mn","UpWelAnom_spr_mn","Hobo_WaterTemp_AnnMn","WaterTmp_C_AnnMn","WaterTmp_C_Winter","WaterTmp_WinterAnom","WaterTmp_SpringAnom","TotChlA_micgL_SpMn","TotChlA_micgL_FlMn","TotChlA_micgL_AnnMn","Whelk_Sum_n_m2","Bare_Sub_Per_Cov","barnacle_Per_Cov","mussel_Per_Cov","Fuc_dist_Per_Cov","Ala_marg_Per_Cov","Neo_Odon_sp_Per_Cov","Brwn_alg_ann_Per_Cov","Green_alg_ann_Per_Cov","Red_alg_ann_Per_Cov","Red_alg_per_Per_Cov","Red_alg_TOT_Per_Cov","BLOYAdult_breed_n","SOtt_AnnMnEngRec","FWDisc_MeanSpring_ft3s1","FWDisc_MeanFall_ft3s1","FWDisc_MeanYearly_ft3s1"
2000,"EPWS","Galena Bay",1,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",2,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",3,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",4,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",5,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",6,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",7,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",8,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",9,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,"EPWS","Galena Bay",10,"60.932510","-146.665010",-0.504,-0.474333333333333,-0.442666666666667,-0.59,0.196666666666667,-0.77,1.88586129166667,15.0416666666667,6.16666666666667,-5.66666666666667,NA,8.33172055699788,5.11470728224655,NA,NA,2.83263157894737,1.94333333333333,1.96611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
